resultDept,pbot15,hiCC,extraTxt 2,extraTxt 3,extraTxt 4,extraTxt 5,extraTxt 6,colSectionLocRoomTitle,colSectionLocRooms,colSectionLocRooms 2,colCode,weekDay,dayInfo,dayInfo 2,dayInfo 3,weekDay 2,weekDay href,weekDay 3,weekDay href 2,colInst,colAvail,numCurr,numTot,numWait,onlineMeeting,legendControl 2,legendControl 3,enConDesc,enConList,extraTxt 7,extraTxt 8,headerSect 7,dayInfo 4,dayInfo 5,dayInfo 6,weekDay 4,headerSect 8,headerSect 9,headerSect 10,headerSect 11,headerSect 12,headerSect 13,colCode 2,alignC,colNotes,extraTxt 9,extraTxt 10,weekDay 5,enConList 2,enConList 3,headerSect 14,colAvail 2,numCurr 2,numTot 2,numWait 2,onlineMeeting 2
WGSI,Feminist Graphic Novels,WGS380H1-S,"Comics aren't new, and graphic novels aren't either, but feminists have built a rich array of stories about consciousness, resistance, and coming of age in this genre that warrant scholarly attention. In this case, we will read graphic novels for their subtleties, thinking about what picture and text make possible in the exploration of emotion, interconnection, and identity. Reading about resistance to marriage in , a child's view of revolution in parent child reckoning in and loneliness in  will advance students' understandings of the of the power of narrative and the pictorial displacement of innocence.",WGS160Y1,Recommended Preparation:,Humanities,Distribution Requirement:,,,,LEC0101,Tuesday,—,10:00,12:00,,https://map.utoronto.ca/?id=1809#!m/494510,SS 1072,,,of  available,7,60,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0571 MA WOMEN AND GENDER STUDIES,Creative and Cultural Representations (1),Breadth Requirement:,Room,,,,,,,,,,,,—,,Ay of Yop City,"Perspolis,",,ASMIN0571 MI WOMEN AND GENDER STUDIES,ASSPE0571 SP WOMEN AND GENDER STUDIES,,,,,,
WGSI,Gender and Neoliberalism,WGS385H1-S,"Reviews major feminist transnational, Marxist and Foucaultian approaches to the study of neoliberalism. Adopts a comparative, historical and global approach to the ways that gender is implicated in state restructuring, changing roles for corporations and non-governmental organizations, changing norms for personhood, sovereignty and citizenship, and changing ideas about time/space.",WGS160Y1,Recommended Preparation:,"Humanities, Social Science",Distribution Requirement:,,,,LEC0101,Wednesday,—,13:00,15:00,,https://map.utoronto.ca/?id=1809#!m/494510,SS 1072,,"Ross, M.",of  available,37,60,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0571 MA WOMEN AND GENDER STUDIES,Society and its Institutions (3),Breadth Requirement:,Room,,,,,,,,,,,,,,,,,ASMIN0571 MI WOMEN AND GENDER STUDIES,ASSPE0571 SP WOMEN AND GENDER STUDIES,,,,,,
WGSI,Land-ing: Indigenous and Black Futurist Spaces,WGS390H1-S,"Students are invited to think through the relationships between Indigenous and Afro-futurist concepts of land. This class will engage Indigenous feminist and Black queer and feminist theories of land and space, linking them to Afrofuturist and Indigenous futurist thought. We explore various texts in relation to emergent methodologies, decolonial desires, and love and radical relationalities.",Completion of 4.0 credits,Prerequisite:,"WGS335H1 (Special Topic in Women and Gender Studies: Indigenous Feminist Theory); offered in Fall 2015, WGS335H1 (Special Topic in Women and Gender Studies: Decolonial Aesthetics and Futurities); offered in Winter 2018, Winter 2019 and Winter 2020",Exclusion:,,,,LEC0101,Tuesday,—,15:00,17:00,,https://map.utoronto.ca/?id=1809#!m/494503,WI 524,,"Recollet, K.",of  available,17,42,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0571 MA WOMEN AND GENDER STUDIES,WGS160Y1,Recommended Preparation:,Room,,,,,,,,,,,,,,Humanities,Distribution Requirement:,,ASMIN0571 MI WOMEN AND GENDER STUDIES,ASSPE0571 SP WOMEN AND GENDER STUDIES,,,,,,
WGSI,Writing the Body,WGS396H1-S,Examines the ways in which bodies are lived and enscribed and represented through a variety of genres.  Students will work through issues of corporeality and materiality in the production and reception of texts and will practice embodied writing on a personal level through in-class workshops and written assignments.,WGS332H1: Writing the Body,Exclusion:,WGS160Y1,Recommended Preparation:,,,,LEC5101,Monday,—,18:00,20:00,,https://map.utoronto.ca/?id=1809#!m/494503,WI 524,,,of  available,2,40,Yes: 0 student,In Person,Priority (P),Enrolment Controls:,"Priority enrolment is given to the groups of students listed below until July 28. There is no course enrolment on July 29. Beginning July 30, all other Arts & Science students can enrol in this section. UTM/UTSC students can enrol in this section starting August 6. The following groups of students are given priority access until July 28:",ASMAJ0571 MA WOMEN AND GENDER STUDIES,Humanities,Distribution Requirement:,Room,,,,,,,,,,,,—,,Creative and Cultural Representations (1),Breadth Requirement:,,ASMIN0571 MI WOMEN AND GENDER STUDIES,ASSPE0571 SP WOMEN AND GENDER STUDIES,,,,,,
WGSI,Gender and Globalization: Transnational Perspectives,WGS426H1-S,"Critically examines current interdisciplinary scholarship on globalization, its intersections with gender, power structures, and feminized economies. Related socio-spatial reconfigurations, ‘glocal’ convergences, and tensions are explored, with emphasis on feminist counter-narratives and theorizing of globalization, theoretical debates on the meanings and impacts of globalization, and possibilities of resistance, agency, and change.","WGS160Y1, one full course at THE 300+ level in WGS, and one half course in WGS.",Prerequisite:,"WGS463H1, fall session 2009",Exclusion:,,,,LEC0101,Thursday,—,15:00,17:00,,https://map.utoronto.ca/?id=1809#!m/494509,WE 51C,,"Hasan, W.",of  available,9,20,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,Social Science,Distribution Requirement:,Room,,,,,,,,,,,,,,Society and its Institutions (3),Breadth Requirement:,,Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 3,Group 1: ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 4,,,,,,
WGSI,Advanced Topics in Women and Gender Studies,WGS434H1-F,An upper level seminar. Topics vary from year to year depending on instructor. Please consult the  for more information.,"WGS160Y1, one full course at THE 300+ level in WGS, and one half course in WGS.",Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,Tuesday,—,15:00,17:00,,https://map.utoronto.ca/?id=1809#!m/494509,WE 51B,,"McElhinny, B.",of  available,12,20,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 3,Women & Gender Studies Institute's website,,Room,,,,,,,,,,,,,,,,,Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,Group 1: ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 3,,,,,,
WDW,Advanced Topics in Digital Humanities,DHU436H1-S,This course serves as a capstone for the Digital Humanities Minor program. It includes opportunities for students to conduct original research. The topics for this course will vary from year to year.,"DHU235H1 and DHU236H1, and 1.0 additional credit in the Digital Humanities Minor program.",Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,Thursday,—,10:00,12:00,,https://map.utoronto.ca/?id=1809#!m/494564,SK 114,,"Fischer, B.",of  available,12,30,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMIN1337 MI DIGITAL HUM,Creative and Cultural Representations (1),Breadth Requirement:,Room,,,,,,,,,,,,,,,,,,,,,,,,
WDW,Research Projects in Digital Humanities,DHU437H1-S,"This course is for students who wish to pursue a significant research project, usually participation in a faculty-led DH research project, though it may take other forms. Students must be enrolled in the DH Minor program or obtain special permission of the program coordinator.","DHU235H1 and DHU236H1, and 1.0 additional credit in the Digital Humanities Minor program.",Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,Wednesday,—,14:00,17:00,,https://map.utoronto.ca/?id=1809#!m/494515,RW 107,,"Bolintineanu, A.",of  available,0,20,Yes: 2 students,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMIN1337 MI DIGITAL HUM,Creative and Cultural Representations (1),Breadth Requirement:,Room,,,,,,,,,,,,,,,,,,,,,,,,
WGSI,"Toxic Worlds, Decolonial Futures",WGS442H1-S,"This course explores the ways environmental violence is an integral practice of settler colonialism that affects human and non-human life, disrupts Indigenous sovereignty, and enacts ongoing racism. A typical way of addressing environmental violence is to document the harm done to bodies and communities. This class asks, how might we also refuse environmental violence and enact better obligations to land/body relations? What kind of decolonial futures can be summoned in the aftermath of environmental violence? Our readings will bring Indigenous feminist approaches together with Black feminist, queer, and feminist environmental justice approaches. Participants will build upon the readings to create their own decolonial environmental justice future projects.","WGS160Y1, one full course at the 300+ level in WGS, and one half course in WGS.",Prerequisite:,"WGS463H1 (Advanced Topics in Gender Theory: Toxic Worlds, Decolonial Futures); offered in Winter 2018, Winter 2019 and Winter 2020",Exclusion:,,,,LEC0101,Monday,—,14:00,16:00,,https://map.utoronto.ca/?id=1809#!m/494509,WE 54F,,,of  available,0,20,Yes: 3 students,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 3,Humanities,Distribution Requirement:,Room,,,,,,,,,,,,—,,"Thought, Belief and Behaviour (2)",Breadth Requirement:,,Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,Group 1: ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 3,,,,,,
WGSI,Independent Study in Women and Gender Studies Issues,WGS451H1-F,"Under supervision, students pursue topics in Women and Gender Studies not currently part of the curriculum. Not eligible for CR/NCR option.","Permission of the Undergraduate Coordinator, Women and Gender Studies Program.",Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,,—,,,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,,,Room,,,,,,,,,,,,—,,,,—,ASMIN0571 MI WOMEN AND GENDER STUDIES  - Year 4,ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 4,,,,,,
WGSI,Independent Study in Women and Gender Studies Issues,WGS451H1-S,"Under supervision, students pursue topics in Women and Gender Studies not currently part of the curriculum. Not eligible for CR/NCR option.","Permission of the Undergraduate Coordinator, Women and Gender Studies Program.",Prerequisite:,Humanities,Distribution Requirement:,,,,LEC0101,,—,,,,,,,,of  available,9999,9999,No,In Person,Enrol at Department (E),Enrolment Controls:,Enrolment via ACORN is not available. Students must request permission to enrol in this course by contacting the sponsoring department. Please see Timetable Instructions tab for contact information.,,,,Room,,,,,,,,,,,,—,,,,—,,,,,,,,
WGSI,Honours Seminar,WGS460Y1-Y,"Supervised undergraduate thesis project undertaken in the final year of study. Students attend a bi-weekly seminar to discuss research strategies, analytics, methods and findings. A required course for Specialist students. Not eligible for CR/NCR option.","WGS160Y1, one full course at the 300+ level in WGS, and one half course in WGS.",Prerequisite:,"Humanities, Social Science",Distribution Requirement:,Room,1st Term,2nd Term,LEC0101,Tuesday,—,13:00,15:00,WE 51A,https://map.utoronto.ca/?id=1809#!m/494509,WE 51A,https://map.utoronto.ca/?id=1809#!m/494509,"Hasan, W.",of  available,7,15,Yes: 0 student,In Person,Restricted (R1),Enrolment Controls:,This section is restricted at all times to the following students:,ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,,,,,,,,,,,,,,,,,,,,ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 4,,,,,,,
WGSI,Advanced Topics in Gender Theory,WGS463H1-S,Senior students may pursue more advanced study in feminist theory. Topics vary from year to year depending on instructor.,"WGS160Y1, one full course at the 300+ level in WGS, and one half course in WGS.",Prerequisite:,Humanities,Distribution Requirement:,,,,LEC5101,Tuesday,—,18:00,20:00,,https://map.utoronto.ca/?id=1809#!m/494509,WE 51B,,"Walcott, R.",of  available,11,20,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,,,Room,,,,,Subtitle,,,,,,,,,,,,Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 3,Group 1: ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 4,,,,,,
WGSI,Community Engagement,WGS470Y1-Y,The application of theoretical study to practical community experience. Advanced Women and Gender Studies students have the opportunity to apply knowledge acquired in the Women and Gender Studies curriculum through a practicum placement within a community organization. Not eligible for CR/NCR option.,"WGS160Y1, one full course at the 300+ level in WGS, and one half course in WGS.",Prerequisite:,Social Science,Distribution Requirement:,Room,1st Term,2nd Term,LEC0101,Monday,—,10:00,12:00,SS 2104,https://map.utoronto.ca/?id=1809#!m/494510,WI 2008,https://map.utoronto.ca/?id=1809#!m/494503,"Jones, A.",of  available,2,10,Yes: 0 student,In Person,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 3,Society and its Institutions (3),Breadth Requirement:,,,,,,,,,,,,,,,,,,Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,Group 1: ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 3,,,,,,
WGSI,"Translating Sexuality: Queer Migration, Queer Diasporas",WGS482H1-F,"This course examines how notions of sexuality travel as people move within and beyond national borders. It investigates how queer and trans migrants pursue different versions of belonging, solidarity, survival, and hope. Participants will study transnational archives (which may include popular culture, new media, film, literature, and performance) as they trace globalization's effects on racialized, queer, and trans communities. Major topics may include: queer of color critique; queer settler colonialism; transnational and global south sexualities; imperialism and militarism; neoliberalism and homonationalism; humanitarianism and sexual rights; queer and trans social movements; postcolonial intimacies.","WGS160Y1, one full course at the 300+ level in WGS, and one half course in WGS",Prerequisite:,WGS434H1 (Topics: Trans/national Sexuality); offered in Fall 2016 and Fall 2017,Exclusion:,,,,LEC0101,Thursday,—,10:00,12:00,,,,,"Diaz, R.",of  available,0,15,Yes: 0 student,Online - Synchronous,Restricted (R2),Enrolment Controls:,"This section is restricted to two groups of students. Group 1 is given priority access until July 28. There is no course enrolment on July 29. Beginning July 30, Group 2 can enrol in this section:",Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 3,Humanities,Distribution Requirement:,Room,,,,,,,,,,,,,"Aug 29, 2021: Delivery mode changed.",Creative and Cultural Representations (1),Breadth Requirement:,—,Group 1: ASMAJ0571 MA WOMEN AND GENDER STUDIES  - Year 4,Group 1: ASSPE0571 SP WOMEN AND GENDER STUDIES  - Year 3,,,,,,
